DAY,GPRD,GPRD_ACT,GPRD_THREAT,event_description,type
1985-01-01,230.0394287109375,275.1976013183594,153.02798461914062,,timeseries
1985-01-02,115.67697143554688,146.77206420898438,87.44457244873047,,timeseries
1985-01-03,97.42845916748048,158.93765258789062,29.45993423461914,,timeseries
1985-01-04,157.36663818359375,156.8822479248047,157.02635192871094,,timeseries
1985-01-05,81.36131286621094,92.6981430053711,77.31940460205078,,timeseries
1985-01-06,167.3013916015625,166.7864227294922,208.67453002929688,,timeseries
1985-01-07,105.3128433227539,57.26655197143555,143.29788208007812,,timeseries
1985-01-08,87.40283966064453,34.85352325439453,130.8207550048828,,timeseries
1985-01-09,121.40300750732422,103.73941040039062,129.79336547851562,,timeseries
1985-01-10,140.62786865234375,77.88611602783203,181.9011993408203,,timeseries
1985-01-11,94.85326385498048,130.93101501464844,72.80626678466797,,timeseries
1985-01-12,95.55484008789062,42.33809280395508,123.59953308105467,,timeseries
1985-01-13,91.78398895263672,16.63663101196289,138.76593017578125,,timeseries
1985-01-14,211.6362762451172,183.46507263183597,229.5419921875,,timeseries
1985-01-15,97.16864776611328,105.67588806152344,102.83480834960938,,timeseries
1985-01-16,106.32933807373048,114.15604400634766,95.21741485595705,,timeseries
1985-01-17,54.68861770629883,62.308895111083984,38.97882843017578,,timeseries
1985-01-18,111.21331024169922,63.3548469543457,132.11048889160156,,timeseries
1985-01-19,51.59762954711914,41.15104293823242,68.6480712890625,,timeseries
1985-01-20,77.84101867675781,68.97903442382812,86.30298614501953,,timeseries
1985-01-21,138.4081268310547,183.9761199951172,76.72712707519531,,timeseries
1985-01-22,51.75886917114258,61.919464111328125,34.431297302246094,,timeseries
1985-01-23,124.84551239013672,82.97415161132812,138.4172821044922,,timeseries
1985-01-24,83.65069580078125,50.03593063354492,97.3814468383789,,timeseries
1985-01-25,70.1815185546875,13.993098258972168,105.0446319580078,,timeseries
1985-01-26,54.12692642211914,43.168251037597656,72.01317596435547,,timeseries
1985-01-27,63.70322799682617,47.63035583496094,66.21403503417969,,timeseries
1985-01-28,101.4992904663086,36.795223236083984,138.10882568359375,,timeseries
1985-01-29,76.81316375732422,114.86508178710938,47.90441131591797,,timeseries
1985-01-30,16.15886688232422,0.0,26.87320709228516,,timeseries
1985-01-31,111.48065185546876,111.13750457763672,119.18526458740234,,timeseries
1985-02-01,106.6113739013672,106.28321075439452,88.65069580078125,,timeseries
1985-02-02,119.37181091308594,99.1703109741211,132.34854125976562,,timeseries
1985-02-03,112.1636962890625,104.36388397216795,124.35682678222656,,timeseries
1985-02-04,80.3587875366211,89.01270294189453,89.0944595336914,,timeseries
1985-02-05,174.88711547851562,123.06974029541016,239.52207946777344,,timeseries
1985-02-06,124.2212905883789,49.53556823730469,165.2702178955078,,timeseries
1985-02-07,130.9619903564453,76.79933166503906,153.73974609375,,timeseries
1985-02-08,147.8824920654297,103.19910430908205,172.156494140625,,timeseries
1985-02-09,123.83430480957033,144.02865600585938,120.13411712646484,,timeseries
1985-02-10,133.9915008544922,89.0527114868164,185.69688415527344,,timeseries
1985-02-11,139.1835174560547,111.00408172607422,154.31393432617188,,timeseries
1985-02-12,153.86244201660156,126.3202133178711,150.5193328857422,,timeseries
1985-02-13,109.63581848144533,140.52642822265625,78.14195251464844,,timeseries
1985-02-14,80.20745086669922,63.96845245361328,80.03401184082031,,timeseries
1985-02-15,83.9590835571289,60.87320327758789,88.8549575805664,,timeseries
1985-02-16,63.09653091430664,62.90231323242188,52.466739654541016,,timeseries
1985-02-17,68.30036163330078,51.06759643554688,70.99236297607422,,timeseries
1985-02-18,128.75704956054688,163.36819458007812,77.86582946777344,,timeseries
1985-02-19,100.10506439208984,72.57958984375,136.21173095703125,,timeseries
1985-02-20,64.5904541015625,36.795223236083984,92.0725555419922,,timeseries
1985-02-21,85.59606170654297,102.39910888671876,56.94064712524414,,timeseries
1985-02-22,157.74131774902344,104.83718872070312,174.88914489746094,,timeseries
1985-02-23,200.44200134277344,126.2052764892578,228.07994079589844,,timeseries
1985-02-24,91.59173583984376,76.09150695800781,114.24209594726562,,timeseries
1985-02-25,100.12799072265624,99.81978607177734,97.13615417480467,,timeseries
1985-02-26,125.18424224853516,115.19900512695312,112.10189819335938,,timeseries
1985-02-27,120.7313995361328,75.22486114501953,150.58790588378906,,timeseries
1985-02-28,144.7238311767578,144.2783660888672,133.71377563476562,,timeseries
1985-03-01,146.57379150390625,131.51036071777344,134.0687713623047,,timeseries
1985-03-02,149.52561950683594,68.79940032958984,191.2849884033203,,timeseries
1985-03-03,77.75981140136719,15.504091262817385,116.38748168945312,,timeseries
1985-03-04,82.60767364501953,115.29475402832033,68.69086456298828,,timeseries
1985-03-05,137.30850219726562,102.66439056396484,171.2644805908203,,timeseries
1985-03-06,179.05772399902344,178.50656127929688,148.89210510253906,,timeseries
1985-03-07,132.50270080566406,108.78399658203124,129.62371826171875,,timeseries
1985-03-08,91.80326080322266,106.7741241455078,63.61440658569336,,timeseries
1985-03-09,90.1378936767578,67.39533233642578,112.42872619628906,,timeseries
1985-03-10,119.37181091308594,104.12882232666016,124.07674407958984,,timeseries
1985-03-11,129.7350311279297,155.2028350830078,115.0706558227539,,timeseries
1985-03-12,232.9149169921875,343.9970092773437,143.46372985839844,,timeseries
1985-03-13,183.1834716796875,228.2745056152344,177.7099151611328,,timeseries
1985-03-14,177.458984375,221.14093017578125,122.96892547607422,,timeseries
1985-03-15,138.34390258789062,76.62114715576172,191.7288055419922,,timeseries
1985-03-16,194.8569183349609,107.92063903808594,252.04611206054688,,timeseries
1985-03-17,42.65108489990234,28.346534729003903,47.2876205444336,,timeseries
1985-03-18,124.33229064941406,123.9495849609375,132.9251251220703,,timeseries
1985-03-19,139.11045837402344,138.6822509765625,144.59336853027344,,timeseries
1985-03-20,136.23114013671875,128.663818359375,143.0911102294922,,timeseries
1985-03-21,118.58834075927734,110.34176635742188,157.77587890625,,timeseries
1985-03-22,102.7765655517578,110.34176635742188,78.887939453125,,timeseries
1985-03-23,98.71890258789062,109.35003662109376,91.20873260498048,,timeseries
1985-03-24,79.82090759277344,39.78760528564453,132.74716186523438,,timeseries
1985-03-25,75.62940216064453,120.63455963134766,37.73292922973633,,timeseries
1985-03-26,95.38807678222656,103.73941040039062,72.10742950439453,,timeseries
1985-03-27,135.93690490722656,71.32551574707031,166.57907104492188,,timeseries
1985-03-28,145.02024841308594,136.96470642089844,165.016357421875,,timeseries
1985-03-29,86.9967269897461,26.685829162597656,122.42239379882812,,timeseries
1985-03-30,142.69522094726562,142.2559814453125,152.55712890625,,timeseries
1985-03-31,70.31393432617188,46.73167037963867,77.95765686035156,,timeseries
1985-04-01,90.2606964111328,89.98286437988281,90.06552124023438,,timeseries
1985-04-02,79.05889129638672,94.57865142822266,92.03592681884766,,timeseries
1985-04-03,88.79047393798828,68.09012603759766,124.94657135009766,,timeseries
1985-04-04,155.718994140625,127.0142822265625,188.34214782714844,,timeseries
1985-04-05,95.55484008789062,95.26071166992188,79.45684051513672,,timeseries
1985-04-06,179.05772399902344,111.56658935546876,204.7266387939453,,timeseries
1985-04-07,57.53839492797852,81.94469451904297,41.00998306274414,,timeseries
1985-04-08,149.37307739257812,70.07684326171875,204.5785217285156,,timeseries
1985-04-09,96.71730041503906,96.41960144042967,80.42346954345703,,timeseries
1985-04-10,92.4437484741211,107.5190658569336,76.869873046875,,timeseries
1985-04-11,115.97611236572266,101.16673278808594,120.54721069335938,,timeseries
1985-04-12,81.25166320800781,37.38533782958984,103.94354248046876,,timeseries
1985-04-13,29.228540420532227,38.8514289855957,16.202964782714844,,timeseries
1985-04-14,53.42850875854492,53.26405334472656,44.4274787902832,,timeseries
1985-04-15,45.75369644165039,36.49029159545898,45.65475845336914,,timeseries
1985-04-16,135.51412963867188,120.0862274169922,150.24566650390625,,timeseries
1985-04-17,91.42967987060548,112.1824722290039,70.1784439086914,,timeseries
1985-04-18,77.52818298339844,98.3685073852539,58.60646057128906,,timeseries
1985-04-19,37.08098220825195,36.96684265136719,30.83399772644043,,timeseries
1985-04-20,105.83283996582033,63.30424118041992,123.20464324951172,,timeseries
1985-04-21,38.25135803222656,61.01378631591797,25.445762634277344,,timeseries
1985-04-22,50.96258163452149,84.67618560791016,28.25132179260254,,timeseries
1985-04-23,135.0447235107422,95.0322723388672,145.321533203125,,timeseries
1985-04-24,96.33865356445312,73.87855529785156,110.91960906982422,,timeseries
1985-04-25,136.23114013671875,57.18391799926758,178.8638916015625,,timeseries
1985-04-26,53.620697021484375,59.39516830444336,49.54143905639648,,timeseries
1985-04-27,71.56781768798828,40.770015716552734,102.01866149902344,,timeseries
1985-04-28,41.842960357666016,27.80944061279297,46.391639709472656,,timeseries
1985-04-29,74.1619644165039,0.0,123.33599090576172,,timeseries
1985-04-30,101.5645751953125,62.308895111083984,116.93648529052734,,timeseries
1985-05-01,88.7294921875,58.97091674804688,122.96892547607422,,timeseries
1985-05-02,164.911376953125,85.77587890625,214.63665771484372,,timeseries
1985-05-03,106.85701751708984,82.85519409179688,118.47328186035156,,timeseries
1985-05-04,110.41893005371094,110.07904815673828,122.42239379882812,,timeseries
1985-05-05,110.63585662841795,103.8073501586914,108.2319793701172,,timeseries
1985-05-06,110.7027816772461,50.93632125854492,155.78170776367188,,timeseries
1985-05-07,130.75924682617188,115.8726806640625,144.97389221191406,,timeseries
1985-05-08,98.46273040771484,112.1824722290039,116.9640655517578,,timeseries
1985-05-09,106.85701751708984,106.52810668945312,99.96183013916016,,timeseries
1985-05-10,87.50179290771484,62.308895111083984,93.54918670654295,,timeseries
1985-05-11,48.71422958374024,19.42571449279785,64.81185913085938,,timeseries
1985-05-12,85.30216979980469,85.03960418701172,94.5752410888672,,timeseries
1985-05-13,97.68965911865234,106.24250793457033,73.8472900390625,,timeseries
